Name,Description,URL,Language,Updated
ts100tris,Tetris for TS100 soldering iron (and a few feature branches),https://api.github.com/repos/joric/ts100tris,C,2019-10-17T03:11:04Z
WpfTetris,MVVM based Tetris application sample on WPF,https://api.github.com/repos/xin9le/WpfTetris,C#,2019-09-15T07:17:01Z
everpuzzle,Tetris Attack/Pokemon Puzzle clone written in Rust with Ametyhst,https://api.github.com/repos/Skytrias/everpuzzle,Rust,2019-10-15T07:05:36Z
QFT,A repository for the Quest For Tetris,https://api.github.com/repos/QuestForTetris/QFT,Python,2019-09-25T11:10:52Z
gottet,Tetris clone.,https://api.github.com/repos/gottcode/gottet,C++,2019-08-13T13:26:53Z
ChuckTetris,"Jogo baseado no Tetris construído em 2007 para a disciplina de Programação Orientada a Objetos II para o curso de Graduação em Sistemas de Informação pela UFSC. O projeto foi desenvolvido por Kaléu Caminha, Murilo Laghi e Robinson",https://api.github.com/repos/konscia/ChuckTetris,Java,2018-06-09T04:31:45Z
panel-pop,Panel de Pon / Tetris Attack / Puzzle League clone,https://api.github.com/repos/a544jh/panel-pop,C++,2019-08-31T19:41:53Z
autotetris-mode,Automatically play Emacs Tetris,https://api.github.com/repos/skeeto/autotetris-mode,Emacs Lisp,2019-08-18T04:33:29Z
TetrisPlayer,Bot for tetrisfriends.com,https://api.github.com/repos/Hohol/TetrisPlayer,Java,2018-11-05T06:01:16Z
freesiege,An intense tetris-like wargame,https://api.github.com/repos/joelthelion/freesiege,C++,2019-08-13T13:52:11Z
TetrisGame,俄罗斯方块游戏开发教程实例代码,https://api.github.com/repos/yeahatgithub/TetrisGame,Python,2019-09-11T02:36:38Z
TetrisAI,The old school Tetris game in addition with an AI that learns evolutionary how to play this game,https://api.github.com/repos/brendanberg01/TetrisAI,Python,2019-08-16T09:21:26Z
clojureTetris,Minimalist Clojure+OpenGL implementation of Tetris.,https://api.github.com/repos/thomanil/clojureTetris,Clojure,2018-12-06T18:53:23Z
SpeedBlocks,Fast paced tetris game cloned from Cultris II,https://api.github.com/repos/kroyee/SpeedBlocks,C++,2019-07-23T11:04:58Z
arduino-tetris,,https://api.github.com/repos/mtbnunu/arduino-tetris,Arduino,2019-06-10T09:10:00Z
esp_p10_tetris_clock,A tetris clock based on a 16x32 RGB matrix and a ESP8266,https://api.github.com/repos/toblum/esp_p10_tetris_clock,C,2019-10-18T06:39:25Z
LuaTetrisDemo,不涉及框架，简单粗暴版l实用纯ua实现的俄罗斯方块，，，入门级Demo,https://api.github.com/repos/lixiang-share/LuaTetrisDemo,C#,2019-09-26T02:06:53Z
t3tr0s-bare,clojurescript tetris - stripped down T3TR0S,https://api.github.com/repos/shaunlebron/t3tr0s-bare,Clojure,2019-01-12T10:17:20Z
From-Nand-to-Tetris,assignments,https://api.github.com/repos/itzhak-razi/From-Nand-to-Tetris,Assembly,2019-09-04T07:06:33Z
tetris,React实现的俄罗斯方块（包含AI训练）,https://api.github.com/repos/hoyt-tian/tetris,JavaScript,2019-06-20T02:59:36Z
VaadinTetris,Vaadin + HTML 5 Canvas Demo. Originally in JavaDay Riga 2011.,https://api.github.com/repos/samie/VaadinTetris,Java,2019-07-31T15:17:03Z
jelly-tetris,Tetris with react & redux,https://api.github.com/repos/kyunooh/jelly-tetris,JavaScript,2019-07-16T19:03:27Z
tetris-hs,FRP tetris in Haskell with Netwire.,https://api.github.com/repos/ScrambledEggsOnToast/tetris-hs,Haskell,2019-05-30T03:08:48Z
tetris,js+nodejs+socket.io俄罗斯方块-单机版/网络版 (Tetris of single and online),https://api.github.com/repos/inJonathan/tetris,JavaScript,2019-02-01T03:08:21Z
TetrisThemeArduino,Plays the Tetris theme chiptunes-style,https://api.github.com/repos/lukecyca/TetrisThemeArduino,Arduino,2019-09-13T06:35:55Z
tetris-piston,A tetris game written in Rust using the Piston library,https://api.github.com/repos/dunnker/tetris-piston,Rust,2019-10-28T08:52:25Z
catris,exactly what it sounds like -- tetris with cute cat pics,https://api.github.com/repos/hwz/catris,JavaScript,2018-12-22T19:57:31Z
Puyo_Puyo_Tetris_Translation,Puyo Puyo Tetris - English Translation for 3DS,https://api.github.com/repos/OngoGablogian/Puyo_Puyo_Tetris_Translation,Batchfile,2019-06-15T10:31:59Z
Java-Tetris-Game,Java Tetris game clone source code,https://api.github.com/repos/janbodnar/Java-Tetris-Game,Java,2019-10-09T13:10:54Z
tetrisgame,android tetris game,https://api.github.com/repos/PaddyBadger/tetrisgame,Java,2017-11-06T19:34:11Z
nand2tetris,Solutions for http://www.nand2tetris.org/,https://api.github.com/repos/jcoglan/nand2tetris,Assembly,2019-10-22T19:41:07Z
gym-tetris,Tetris OpenAI environment,https://api.github.com/repos/lusob/gym-tetris,Python,2019-10-25T08:46:24Z
Threejs-Tetris-Tutorial,,https://api.github.com/repos/fridek/Threejs-Tetris-Tutorial,JavaScript,2019-03-08T09:15:39Z
Tetris,A simple tetris game written in C#,https://api.github.com/repos/gotcreme/Tetris,C#,2019-10-10T07:54:17Z
tetris-game,Tetris game implemented in CycleJS,https://api.github.com/repos/ivan-kleshnin/tetris-game,JavaScript,2019-09-20T16:16:48Z
typescript-tetris,Tetris in TypeScript,https://api.github.com/repos/markheath/typescript-tetris,TypeScript,2019-06-04T02:01:30Z
tedroid,Juego de Tetris para Android con logros y marcadores,https://api.github.com/repos/dan-zx/tedroid,Java,2017-10-11T22:35:49Z
project_tetris_js,block based gaming,https://api.github.com/repos/vikingeducation/project_tetris_js,,2015-04-08T00:02:24Z
GAME-Tetris,"In this repository, you will find the source of the game Tetris, developed with different programming languages such as Actionscript and TypeScript, following the micro-architecture Robotlegs.",https://api.github.com/repos/RonaldoSetzer/GAME-Tetris,TypeScript,2019-10-15T00:56:14Z
wasm-tetris,A simple tetris clone using Rust and WebAssembly,https://api.github.com/repos/liona24/wasm-tetris,Rust,2019-10-26T08:22:33Z
OpaTetris,A Tetris Game in OPA,https://api.github.com/repos/mattgu74/OpaTetris,,2018-07-24T11:50:13Z
Tetris,Tetris game (Fork),https://api.github.com/repos/salifm/Tetris,Java,2019-08-28T22:11:27Z
Tetris,俄罗斯方块——倚天队开发,https://api.github.com/repos/EMSD1701-01/Tetris,C,2019-09-04T06:57:22Z
nand2tetris_projects,"My solutions to ""From nand to tetris""",https://api.github.com/repos/xmunoz/nand2tetris_projects,Assembly,2019-10-09T00:52:25Z
TetrisForDesktopWithC,tetris for desktop (OS : windows / IDE : visual studio 2013),https://api.github.com/repos/kkikkodev/TetrisForDesktopWithC,C,2018-11-22T15:26:48Z
Tetris,"Tetris game for Android, using Kotlin",https://api.github.com/repos/Odaym/Tetris,Kotlin,2018-09-27T10:42:57Z
nand2tetris-emu,Nand2Tetris Software Suite - hardware simulator and CPU and VM emulators,https://api.github.com/repos/itoshkov/nand2tetris-emu,Java,2019-10-22T17:34:25Z
Tetracube,Tetris clone created using Pygame,https://api.github.com/repos/mzegar/Tetracube,Python,2019-05-06T01:24:49Z
react-tetris,React Tetris with themes,https://api.github.com/repos/rchen1992/react-tetris,JavaScript,2019-09-22T13:56:01Z
Tetris,learn Unity by making the game Tetris,https://api.github.com/repos/laiconglin/Tetris,JavaScript,2017-10-16T09:12:13Z
nand2tetris,The Elements of Computing Systems,https://api.github.com/repos/ReionChan/nand2tetris,Assembly,2019-10-18T01:50:46Z
tetris-network-multiplayer,,https://api.github.com/repos/meth-meth-method/tetris-network-multiplayer,JavaScript,2019-06-30T16:34:01Z
Tetris,用java写的俄罗斯方块，适合新手练习,https://api.github.com/repos/JasonGaoH/Tetris,Java,2019-09-25T23:19:01Z
AR-3D-Tetris,AR 3D Tetris on iPhone.,https://api.github.com/repos/BitTigerInst/AR-3D-Tetris,C#,2019-09-14T07:19:00Z
wtetris,"A simple OpenGL tetris game, written in C.",https://api.github.com/repos/GoranM/wtetris,C,2018-02-16T21:55:21Z
Tetris-Python,Tetris with Pygame and a stupid AI,https://api.github.com/repos/bofeiw/Tetris-Python,Python,2019-10-18T11:28:45Z
tetris-d3,simple tetris in d3,https://api.github.com/repos/manasapte/tetris-d3,JavaScript,2015-12-04T04:34:53Z
MyTetris,a simple Tetris game using Java,https://api.github.com/repos/yangzw/MyTetris,Java,2019-01-21T19:36:24Z
TetNet,TetNet is an application that uses genetic algorithms to create an evolving Tetris AI.,https://api.github.com/repos/IdreesInc/TetNet,JavaScript,2019-04-11T14:38:13Z
ng-tetris,Check out the article on Angular In Depth,https://api.github.com/repos/melcor76/ng-tetris,TypeScript,2019-10-20T15:43:33Z
webRTC_tetris,Multiplayer Tetris with WebRTC,https://api.github.com/repos/wardsng/webRTC_tetris,CSS,2019-05-01T00:25:19Z
tetris,"支持本地双人对战的简单俄罗斯方块游戏. Little tetris game, supports two players. ",https://api.github.com/repos/jarontai/tetris,JavaScript,2018-07-02T05:23:04Z
play,Play something while waiting for your command to finish,https://api.github.com/repos/a8m/play,Go,2019-10-14T12:51:58Z
vue-tetris,Tetris in Vue.js,https://api.github.com/repos/lmiller1990/vue-tetris,JavaScript,2019-10-23T03:17:31Z
canvas-tetris,Tetris implemented in HTML5 canvas ,https://api.github.com/repos/skid/canvas-tetris,,2018-05-10T02:07:31Z
pblocks,Flex 3D Tetris Game,https://api.github.com/repos/ghempton/pblocks,ActionScript,2019-08-13T14:46:17Z
tetris,Tetris solution,https://api.github.com/repos/agrouse/tetris,Python,2018-02-20T02:16:53Z
Burton-Conner-Tetris-Battle,Burton Conner Tetris Battle -- A Tetris Installation Controlled by DDR Pads on the Side of Burton Conner,https://api.github.com/repos/rcoh/Burton-Conner-Tetris-Battle,Python,2018-02-08T06:14:09Z
elixirconfeu_tetris,,https://api.github.com/repos/knewter/elixirconfeu_tetris,CSS,2019-03-03T17:46:20Z
nand2tetris.el,Major Mode for HDL files in nand2tetris.,https://api.github.com/repos/CestDiego/nand2tetris.el,Emacs Lisp,2019-09-06T20:34:03Z
Tetris,cocos2dx俄罗斯方块,https://api.github.com/repos/bluesky466/Tetris,C++,2019-08-04T23:45:49Z
Tetris-AI,A Python AI that play Tetris famous game,https://api.github.com/repos/fthomasmorel/Tetris-AI,Python,2019-08-07T07:38:37Z
tetris,轻松10步用es6写出俄罗斯方块:tada:,https://api.github.com/repos/timmyLan/tetris,JavaScript,2019-09-25T09:52:30Z
TeTrIs.vim,A tetris game in pure vim,https://api.github.com/repos/vim-scripts/TeTrIs.vim,VimL,2019-07-07T04:48:04Z
cocos2d-js-tetris,simple tetris game on cocos2d-js,https://api.github.com/repos/holiber/cocos2d-js-tetris,JavaScript,2019-03-07T06:38:39Z
sdl2-tetris,Tetris clone written in C,https://api.github.com/repos/andwn/sdl2-tetris,C,2019-05-02T19:12:41Z
Tetr.js,Tetris clone in JavaScript,https://api.github.com/repos/AliasIO/Tetr.js,JavaScript,2019-03-26T17:25:46Z
tetris,":video_game: Tetris, use javascript",https://api.github.com/repos/Jiasm/tetris,JavaScript,2019-10-11T06:42:24Z
tetris-win32,Classic tetris game on Win32 API,https://api.github.com/repos/eliangcs/tetris-win32,C++,2019-10-17T11:07:28Z
